"CUSTOMERID","GENDER","SENIORCITIZEN","PARTNER","DEPENDENTS","TENURE","PHONESERVICE","MULTIPLELINES","INTERNETSERVICE","ONLINESECURITY","ONLINEBACKUP","DEVICEPROTECTION","TECHSUPPORT","STREAMINGTV","STREAMINGMOVIES","CONTRACT","PAPERLESSBILLING","PAYMENTMETHOD","MONTHLYCHARGES","TOTALCHARGES"
"8990-ZXLSU","Female",0,"No","No",9,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.05,651.5
"9643-YBLUR","Male",0,"Yes","No",9,"Yes","Yes","DSL","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",69.05,653.95
"8690-UPCZI","Male",0,"Yes","Yes",29,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","No","One year","No","Bank transfer (automatic)",69.05,1958.45
"7502-BNYGS","Female",0,"Yes","No",46,"Yes","No","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",69.1,3168
"9701-CDXHR","Female",0,"Yes","No",51,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",69.15,3649.6
"7594-LZNWR","Male",1,"No","No",34,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",69.15,2275.1
"8221-HVAYI","Male",0,"Yes","Yes",35,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",69.15,2490.15
"7159-FVYPK","Female",0,"Yes","Yes",3,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",69.15,235
"8993-IZEUX","Male",0,"No","No",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",69.15,488.65
"7660-HDPJV","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.2,69.2
"9728-FTTVZ","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.2,69.2
"8760-ZRHKE","Female",1,"Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","No","No","Yes","No","One year","No","Electronic check",69.2,4982.5
"7197-VOJMM","Male",0,"Yes","No",67,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","Two year","Yes","Credit card (automatic)",69.2,4671.65
"9489-DEDVP","Female",0,"Yes","Yes",70,"Yes","Yes","DSL","Yes","Yes","No","No","Yes","No","Two year","Yes","Credit card (automatic)",69.2,4872.35
"9091-WTUUY","Male",0,"Yes","Yes",64,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","Two year","No","Mailed check",69.25,4447.75
"7206-GZCDC","Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.25,69.25
"9799-CAYJJ","Female",1,"Yes","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.3,153.8
"7924-GJZFI","Female",1,"Yes","No",25,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.3,1813.1
"9048-JVYVF","Male",0,"No","No",3,"Yes","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",69.35,191.35
"7908-QCBCA","Female",0,"Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.4,69.4
"8401-EMUWF","Male",0,"Yes","Yes",42,"Yes","Yes","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",69.4,3058.3
"9767-FFLEM","Male",0,"No","No",38,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",69.5,2625.25
"8663-UPDGF","Female",0,"No","No",26,"Yes","Yes","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",69.5,1800.05
"7138-GIRSH","Male",0,"No","No",50,"Yes","Yes","DSL","No","No","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)",69.5,3418.2
"8120-JDCAM","Male",0,"Yes","Yes",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.55,284.9
"9565-FLVCG","Male",0,"Yes","Yes",65,"Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","Two year","Yes","Mailed check",69.55,4459.15
"9576-ANLXO","Female",0,"No","No",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.55,222.3
"7665-TOALD","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.6,69.6
"8375-DKEBR","Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.6,69.6
"7254-IQWOZ","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.65,69.65
"8062-YBDOE","Male",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.65,69.65
"7538-GWHML","Female",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.65,145.15
"7798-JVXYM","Female",0,"No","No",14,"Yes","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",69.65,921.4
"7504-UWHNB","Male",0,"No","No",25,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.75,1729.35
"8329-GWVPJ","Female",0,"Yes","Yes",50,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.75,3557.7
"7326-RIGQZ","Male",0,"Yes","Yes",6,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.8,377.85
"8630-FJLIB","Female",0,"No","No",18,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.8,1221.65
"7245-NIIWQ","Female",0,"No","No",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.85,199.85
"8097-VBQTZ","Male",0,"No","No",54,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Mailed check",69.9,3883.3
"9804-ICWBG","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.9,69.9
"7153-OANIO","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.95,69.95
"8000-REIQB","Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.95,69.95
"7459-IMVYU","Male",0,"No","No",38,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Month-to-month","No","Electronic check",69.95,2657.55
"9389-ACWBI","Female",0,"Yes","Yes",5,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",69.95,320.4
"9796-BPKIW","Male",1,"No","No",8,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",69.95,562.7
"9603-OAIHC","Male",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.05,70.05
"9540-JYROE","Male",0,"No","No",8,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.1,551.35
"9985-MWVIX","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.15,70.15
"9272-LSVYH","Male",0,"No","No",10,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",70.15,735.5
"7562-UXTPG","Female",0,"No","No",13,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.15,886.7
"9289-LBQVU","Male",0,"Yes","No",64,"Yes","Yes","DSL","No","Yes","No","Yes","No","Yes","One year","Yes","Mailed check",70.15,4480.7
"7394-LWLYN","Female",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.15,123.8
"9408-SSNVZ","Female",0,"No","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.15,268.35
"9506-UXUSK","Male",0,"No","No",13,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.15,931.75
"7657-DYEPJ","Male",1,"No","No",38,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Credit card (automatic)",70.15,2497.35
"9378-FXTIZ","Female",0,"Yes","No",54,"Yes","Yes","DSL","No","No","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",70.15,3715.65
"7581-EBBOU","Female",0,"No","No",60,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Credit card (automatic)",70.15,4224.7
"9605-WGJVW","Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.2,70.2
"7044-YAACC","Male",1,"Yes","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.2,280.35
"7206-PQBBZ","Male",1,"Yes","No",11,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.2,834.7
"7296-PIXQY","Female",0,"Yes","Yes",14,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.2,1046.5
"7359-SSBJK","Female",1,"No","No",64,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",70.2,4481
"9633-XQABV","Female",0,"No","No",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.25,229.7
"9717-QEBGU","Male",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.3,144
"7379-POKDZ","Male",0,"Yes","No",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.3,208.85
"7217-JYHOQ","Male",0,"Yes","Yes",24,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",70.3,1706.45
"7147-AYBAA","Male",0,"No","No",37,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.35,2552.9
"7465-ZZRVX","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.35,70.35
"7321-VGNKU","Female",0,"Yes","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.35,120.25
"9174-IHETN","Female",0,"No","Yes",50,"Yes","No","Fiber optic","No","No","No","No","No","No","Two year","No","Credit card (automatic)",70.35,3533.6
"9565-JSNFM","Male",0,"No","No",38,"Yes","No","Fiber optic","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",70.45,2597.6
"8270-RKSAP","Male",0,"No","No",9,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.5,597.9
"9584-EXCDZ","Female",0,"No","No",17,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",70.5,1165.6
"8051-HJRLT","Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.55,70.55
"9365-SRSZE","Male",1,"Yes","No",27,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.55,1943.9
"9112-WSNPU","Female",1,"No","No",35,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.55,2419
"9620-ENEJV","Female",0,"No","No",6,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",70.55,433.95
"8550-XSXUQ","Male",0,"Yes","No",48,"Yes","Yes","DSL","No","Yes","Yes","No","No","Yes","One year","Yes","Credit card (automatic)",70.55,3420.5
"8309-IEYJD","Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.6,70.6
"9617-INGJY","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.6,70.6
"8835-VSDSE","Female",0,"Yes","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.7,141.45
"9237-HQITU","Female",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.7,151.65
"7967-HYCDE","Male",0,"No","No",8,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",70.7,553.4
"9722-UJOJR","Male",0,"Yes","Yes",29,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.75,1974.8
"9210-IAHGH","Female",0,"No","No",7,"Yes","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",70.75,450.8
"9432-VOFYX","Male",0,"No","No",17,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.8,1207
"8016-ZMGMO","Female",1,"Yes","No",66,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","No","One year","Yes","Bank transfer (automatic)",70.85,4738.85
"8851-RAGOV","Female",0,"Yes","No",25,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Mailed check",71.05,1837.7
"8040-MNRTF","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",71.1,71.1
"8331-ZXFOE","Female",0,"No","No",58,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",71.1,4299.2
"9488-HGMJH","Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",71.15,71.15
"8042-JVNFH","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",71.35,71.35
"7136-IHZJA","Female",0,"Yes","Yes",40,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Mailed check",71.35,2847.2
"8184-WMOFI","Male",0,"Yes","Yes",62,"Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",71.4,4487.3
"8910-LEDAG","Male",1,"Yes","No",34,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",71.55,2427.35
"7162-WPHPM","Male",0,"Yes","Yes",58,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",71.6,4230.25
"8380-PEFPE","Male",0,"No","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",71.65,71.65
"8644-XLFBW","Male",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",71.65,71.65
"7108-DGVUU","Female",1,"Yes","No",21,"Yes","Yes","DSL","No","Yes","Yes","No","No","Yes","One year","No","Bank transfer (automatic)",71.7,1497.05
"9822-BIIGN","Male",0,"Yes","Yes",53,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","No","Electronic check",71.85,3827.9
"7100-FQPRV","Male",0,"Yes","Yes",43,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Credit card (automatic)",71.9,3173.35
"9938-ZREHM","Female",0,"Yes","No",37,"Yes","Yes","DSL","No","Yes","No","Yes","No","Yes","One year","No","Mailed check",72.1,2658.4
"8111-RKSPX","Male",0,"No","No",4,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",72.2,305.55
"9819-FBNSV","Male",1,"Yes","No",37,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",72.25,2575.45
"9359-UGBTK","Female",0,"No","No",67,"Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",72.35,4991.5
"9518-IMLHK","Male",0,"No","No",31,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",72.45,2156.25
"9730-DRTMJ","Male",0,"Yes","No",32,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","No","One year","Yes","Credit card (automatic)",72.8,2333.05
"7128-GGCNO","Male",0,"No","No",46,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",72.8,3249.4
"7471-MQPOS","Male",1,"Yes","Yes",71,"Yes","Yes","DSL","No","Yes","Yes","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",72.9,5139.65
"7693-QPEFS","Male",1,"No","No",52,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",72.95,3829.75
"7690-KPNCU","Male",0,"Yes","Yes",64,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",73.05,4688.65
"9903-LYSAB","Male",0,"Yes","No",18,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.15,1305.95
"8149-AIQCG","Male",0,"No","No",39,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.15,2730.85
"7517-SAWMO","Female",0,"Yes","No",19,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.2,1441.1
"7916-VCCPB","Female",0,"Yes","Yes",16,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",73.25,1195.75
"8224-DWCKX","Male",1,"No","No",12,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.3,828.05
"8541-QVFKM","Female",0,"No","No",8,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.5,632.2
"9747-DDZOS","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",73.5,73.5
"8313-AFGBW","Male",0,"Yes","No",47,"Yes","No","DSL","No","Yes","Yes","No","Yes","Yes","Two year","No","Electronic check",73.6,3522.65
"8617-ENBDS","Male",0,"No","No",3,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.6,232.5
"8473-VUVJN","Male",1,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.65,73.65
"7103-ZGVNT","Female",0,"Yes","Yes",69,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","One year","No","Credit card (automatic)",73.7,4885.85
"8970-ANWXO","Female",0,"No","No",23,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","One year","Yes","Mailed check",73.75,1756.6
"7603-USHJS","Male",0,"No","Yes",12,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.75,871.4
"7501-IWUNG","Female",0,"Yes","Yes",61,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",73.8,4616.05
"8873-GLDMH","Female",0,"No","No",6,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",73.85,401.3
"8496-EJAUI","Male",0,"No","No",19,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.85,1424.5
"7445-WMRBW","Female",0,"No","No",48,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",73.85,3581.4
"9033-EOXWV","Female",0,"No","No",12,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","One year","No","Mailed check",74.05,872.65
"8608-OZTLB","Male",0,"Yes","Yes",38,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","One year","No","Electronic check",74.05,2802.3
"8985-OOPOS","Female",0,"No","No",1,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",74.1,74.1
"9850-OWRHQ","Female",0,"Yes","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.1,228
"7524-VRLPL","Male",1,"No","No",69,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",74.1,5031
"7619-PLRLP","Female",0,"Yes","No",53,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","Yes","One year","No","Bank transfer (automatic)",74.1,3833.95
"7077-XJMET","Male",0,"Yes","No",12,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",74.15,741.4
"7801-KICAO","Female",0,"No","No",18,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.15,1345.75
"9306-CPCBC","Female",0,"No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.25,210.3
"8728-SKJLR","Male",0,"No","No",41,"Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",74.25,3089.1
